,artist,title,stream_count
966,the monochrome set," volume, contrast, brilliance... unreleased & rare vol. 2",88935
967,weezer,weezer (white album),105195515
968,young thug,slime season 3,316688450
969,bibio,a mineral love,73507012
970,laura gibson,empire builder,5782597
971,elliphant,living life golden,42347466
972,zayn,mind of mine,1595268574
973,moderat,iii (moderat),58459565
974,ramriddlz,venis,11304834
975,japanese breakfast,psychopomp,17463142
977,explosions in the sky,the wilderness,35048233
978,rjd2,dame fortune,10249493
979,domo genesis,genesis,61365369
980,anthony braxton,3 compositions (eemhm) 2011,7076
981,public memory,wuthering drum,2855751
983,cobalt,slow forever,969636
984,studio ost,scenes 2012-2015,130396
985,babyfather,bbf hosted by dj escrow,2346822
986,masami akita & eiko ishibashi,kouen kyoudai,3551
987,kamaiyah,a good night in the ghetto,43464569
988,the thermals,we disappear,1727571
989,father,i'm a piece of shit,6570879
990,margo price,midwest farmer's daughter,14806389
992,"vijay iyer, wadada leo smith",a cosmic rhythm with each stroke,90687
993,charli xcx,vroom vroom ep,25409183
994,baauer,aa,30798650
995,boosie badazz,thug talk,10582157
997,ilovemakonnen,drink more water 6,12482187
998,the joy formidable,hitch,1712292
999,lucius,good grief,33485445
1000,"the body, full of hell",one day you will ache like i ache,622052
1001,kiran leonard,grapefruit,244874
1002,gwen stefani,this is what the truth feels like,122200653
1003,"boris, merzbow",gensho,340745
1004,rolling blackouts coastal fever,talk tight,2218898
1005,various artists,trekkie trax the best 2012 - 2015,326119
1008,lust for youth,compassion,1405455
1009,the goon sax,up to anything,1869094
1010,bent shapes,wolves of want,391207
1011,gadget,the great destroyer,380588
1012,primal scream,chaosmosis,5280561
1013,lil yachty,lil boat,386302385
1015,various artists,wayfaring strangers: cosmic american music,1792801
1017,jeff buckley,you and i,11814200
1018,flatbush zombies,3001: a laced odyssey,192254329
1020,lifetones,for a reason,342891
1021,ceramic tl,sign of the cross every mile to the border,2540
1022,underworld,"barbara barbara, we face a shining future",9071052
1023,the body,no one deserves happiness,1186877
1024,zelooperz,bothic,716099
1025,horse jumper of love,horse jumper of love,1939612
1026,zach cooper,the sentence,1072614
1028,clark,the last panthers,2635127
1029,dj katapila,trotro,144207
1032,the range,potential,8803016
1034,m. ward,more rain,8922687
1035,big ups,before a million universes,686568
1036,methyl ethel,oh inhuman spectacle,17956999
1037,iggy pop,post pop depression,26417350
1038,fatima al qadiri,brute,956171
1039,tiga,no fantasy required,4938796
1040,jealousy,paid for it,4721
1041,carter tanton,jettison the valley,578999
1042,glitterbust,glitterbust,30027
1045,wussy,forever sounds,380431
1046,tokimonsta,fovere,10931265
1047,kendrick lamar,untitled unmastered.,282593334
1049,smoke dza,he has risen,1656825
1050,mothers,when you walk a long distance you are tired,10220673
1051,kane strang,blue cheese,1098653
1052,anna meredith,varmints,3006512
1053,el guincho,hiperasia,1931919
1054,thao & the get down stay down,a man alive,9367056
1055,jennifer o'connor,surface noise,45191
1056,mary lattimore,at the dam,5170337
1058,soulwax,belgica original soundtrack,4421162
1059,sarah neufeld,the ridge,434648
1060,mikael seifu,zelalem,289483
1061,yndi halda,under summer ,312954
1062,loretta lynn,full circle,6133861
1063,violent femmes,we can do anything,3157569
1064,heron oblivion,heron oblivion,884765
1065,anenon,petrol,210287
1067,david bowie,bowie at the beeb ,6689427
1068,thug entrancer,arcology,70001
1069,la sera,music for listening to music to,938266
1070,quelle chris,lullabies for the broken brain,251995
1071,kedr livanskiy,january sun,1482287
1072,lnzndrf,lnzndrf,1735320
1073,mr. fingers,outer acid ep,900402
1074,hxlt,hxlt,1805409
1075,quilt,plaza,2666305
1077,hop along,get disowned ,13420981
1078,rome fortune,jerome raheem fortune,1573637
1079,yuck,stranger things,3525142
1081,various artists,god don't never change: the songs of blind willie johnson,422107
1083,lucy dacus,no burden,35010369
1084,pinkshinyultrablast,grandfeathered,851494
1085,guerilla toss,eraser stargazer,350996
1087,the 1975,"i like it when you sleep, for you are so beautiful yet so unaware of it",979492657
1088,bj the chicago kid,in my mind,105963097
1089,john cale,music for a new society,1096196
1090,prins thomas,principe del norte,564000
1092,michael jackson,off the wall,426090041
1093,various artists,george fest: a night to celebrate the music of george harrison,2439161
1094,waco brothers,going down in history,92475
1095,amthst,euphoria ep,21271
1096,crater,talk to me so i can fall asleep,585097
1097,santigold,99,46845399
1098,yo gotti,the art of hustle,269271352
1099,the snails,songs from the shoebox,505748
1100,the dirty nil,higher power,2836587
1102,various artists,star wars headspace,28589873
1103,cavern of anti-matter,void beats / invocation trex,1010260
1104,teen,love yes,722680
1105,death index,death index,148537
1106,venetian snares,traditional synthesizer music,1224363
1108,seth bogart,seth bogart,735360
1109,ra ra riot,need your light,79845801
1110,"anna homler, steve moshier",breadwoman & other tales,403185
1111,rangda,the heretic's bargain,5230
1112,wild nothing,life of pause,20255885
1113,matmos,ultimate care ii,780083
1114,mavis staples,livin' on a high note,3725613
1115,jack garratt,phase,248494457
1116,michael nau,mowing,6290880
1117,moodymann,dj-kicks,20394437
1118,mount moriah,how to dance,2779454
1120,brood ma,daze,85099
1121,benny hester,benny...,247997
1122,animal collective,painting with,20167733
1123,africaine 808,basar,489615
1124,so pitted,neo,228633
1127,kanye west,the life of pablo,2254137027
1128,the skiffle players,skifflin',148209
1129,cfcf,on vacation,816837
1130,daniel wohl,holographic,328588
1131,eight bells,landless,73263
1132,wiz khalifa,khalifa,570453493
1133,boosie badazz,out my feelings (in my past) ,12939503
1134,sioux falls,rot forever,866881
1135,two inch astronaut,personal life,192783
1136,moomin,a minor thought,2752887
1137,future,evol,844613391
1138,abi reimold,wriggling,178461
1140,lissie,my wild west,14375565
1141,matt kivel,janus,394580
1142,elliott smith,heaven adores you soundtrack,12448034
1143,pinegrove,cardinal,46587860
1146,various artists,why the mountains are black: primeval greek village music,38253
1147,young thug,i'm up,149565614
1148,school of seven bells,sviib,7195331
1149,nonkeen,the gamble,996925
1150,gogo penguin,man made object,12008441
1151,foxes,all i need,72730897
1152,porches,pool,27087155
1153,"vic spencer, chris crack",who the fuck is chris spencer??,239853
1155,jeb loy nichols,long time traveller,166878
1156,essaie pas,demain est une autre nuit,1089301
1158,eric prydz,opus,66063713
1159,cross record,wabi-sabi,1224057
1160,nap eyes,thought rock fish scale,3893547
1161,alex smoke,love over will,215521
1162,kevin gates,islah,897909985
1163,junior boys,big black coat,5021090
1164,djds,stand up and speak,2095365
1165,black moth super rainbow,seefu lilac,1810102
1166,freakwater,scheherazade,236484
1168,charlie puth,nine track mind,2211361148
1169,2 chainz,felt like cappin,6610705
1171,chester watson,past cloaks,8632373
1172,diiv,is the is are,69313281
1173,majid jordan,majid jordan,139201944
1174,field music,commontime,2259320
1175,black tusk,pillars of ash,990188
1176,a pleasure,jream house,14585
1177,rihanna,anti,3081345999
1178,lucinda williams,the ghosts of highway 20,1239520
1179,saul williams,martyrloserking,2289310
1180,lion babe,begin,53963044
1181,african head charge,my life in a hole in the ground,184107
1183,sunflower bean,human ceremony,9140896
1184,surgeon,from farthest known objects,122278
1185,benji hughes,songs in the key of animals,4619051
1187,sia,this is acting,2887864169
1188,lee hazlewood,the very special world of lee hazlewood,1444882
1189,money,suicide songs,1019995
1190,conrad keely,original machines,229490
1191,basement,promise everything,34106501
1193,nevermen,nevermen,773418
1194,roly porter,third law,645750
1195,cian nugent,night fiction,1325622
1197,wet,don't you,114410549
1198,tindersticks,the waiting room,4629452
1200,various artists,the sound of durban vol. 1,193738
1201,charlie hilton,palana,2033920
1203,shearwater,jet plane and oxbow,3399402
1205,florist,the birds outside sang,8068451
1206,pop. 1280,paradise,122402
1207,david bowie,"""heroes""",182739984
1208,david bowie,lodger,14661529
1209,david bowie,low,59017405
1210,david bowie,diamond dogs,149079544
1211,david bowie,young americans,75754311
1213,adrian younge,something about april ii,1530432
1217,chairlift,moth,31950594
1218,eleanor friedberger,new view,1898666
1221,the high llamas,here come the rattling trees,95687
1222,ty segall,emotional mugger,948942
1223,tortoise,the catastrophist,2612421
1224,allan kingdom,northern lights,4130313
1225,fat white family,songs for our mothers,4442978
1226,daughter,not to disappear,80162912
1227,savages,adore life,11114987
1229,the besnard lakes,a coliseum complex museum,672246
1231,dust,agony planet,49979
1236,bloodiest,bloodiest,115310
1240,lycus,chasms,72426
1241,petal,shame,2124829
1242,various artists,rubble kings: the album,3573872
1244,richie hawtin,from my mind to yours,3277415
1245,witchcraft,nucleus,2791351
1247,lil b,thugged out pissed off,315538
1248,fingers inc.,another side,167237
1249,villagers,where have you been all my life?,16571475
1251,guy blakeslee,the middle sister,12417
1252,anderson .paak,malibu,428261677
1253,julia brown,an abundance of strawberries,743803
1255,coldair,the provider,122340
1256,dylan leblanc,cautionary tale,16755716
1257,prince,hitnrun phase two,13164400
1258,jimi tents,5 o'clock shadow,6034957
1259,lil durk,300 days 300 nights,49631585
1261,young marco,sorry for the late reply: various remixes for various reasons,134483
1262,david bowie,blackstar,95449265
1263,chief keef,nobody 2,8236083
1264,willow,ardipithecus,142715499
1266,mikael tariverdiev,film music,549013
1267,kid cudi,speedin' bullet 2 heaven,45613587
1268,kyle hall,from joy,12319
1273,hinds,leave me alone,18820621
1274,august alsina,this thing called life,83487085
1276,gag,america's greatest hits,346492
1277,pusha t,darkest before dawn,77497889
1278,primal scream,screamadelica,55197571
1280,teenage jesus & the jerks,live 1977-1979,180672
1282,archy marshall,a new place 2 drown,22051405
1283,wiki,lil me,297240
1285,the spook school,try to be hopeful ,1351160
1287,baroness,purple,20338453
1288,rick ross,black market,113129168
1290,pimp c,long live the pimp,13111136
1291,g-eazy,when it's dark out,1845213073
1292,jeremih,late nights: the album,1183547327
1294,gum,glamorous damage,3058002
1295,bing & ruth,city lake,4279944
1296,deantoni parks,technoself,490808
1298,the velvet underground,the complete matrix tapes,5611354
1299,jennylee,right on!,1969308
1300,nadia reid,"listen to formation, look for the signs",18023798
1301,stephan mathieu,before nostromo,37259
1302,bruce springsteen,the ties that bind: the river collection,26647815
1304,cassie ramone,christmas in reno,151254
1305,laddio bolocko,live and unreleased: 1997-2000,1095
1306,various artists,musique sans paroles,38268
1307,coldplay,a head full of dreams,1827872664
1308,ilovemakonnen,ilovemakonnen 2,20593916
1309,underworld,second toughest in the infants,6921509
1311,lubomyr melnyk,rivers and streams,127745
1314,babyface,return of the tender lover,9180583
1315,magic circle,journey blind,155374
1316,diggs duke,civil circus,583827
1319,swans,white light from the mouth of infinity,3554404
1320,jadakiss,top 5 dead or alive,25449065
1321,junglepussy,pregnant with success,4670422
1322,erykah badu,but you caint use my phone,89057296
1323,goldlink,"and after that, we didnt talk",97510761
1324,danny l harle,broken flowers ep,8476999
1325,gloria ann taylor,love is a hurtin' thing ,2411964
1326,the blue jean committee,catalina breeze,653702
1327,ty segall,ty rex,6890948
1328,foo fighters,saint cecilia ep,44431373
1329,beat happening,look around,6864202
1331,paranoid london,paranoid london,1640432
1332,john coltrane,a love supreme: the complete masters,18318124
1334,doug hream blunt,my name is,2188199
1336,wrekmeister harmonies,night of your ascension,150877
1337,the flaming lips,heady nuggs: 20 years after clouds taste metallic ,7369488
1338,dj paypal,sold out,430387
1340,"the body, krieg",the body & krieg,50846
1341,horrendous,anareta,509856
1342,adele,25,2897370667
1345,joey anderson,invisible switch,50116
1347,jeezy,church in these streets,55433205
1348,freddie gibbs,shadow of a doubt,35206569
1349,jaala,hard hold,709560
1350,enya,dark sky island,146414745
1351,en,city of brides,0
1353,six organs of admittance,hexadic ii,5528
1354,lotic,agitations,170598
1356,cavanaugh,time & materials,308655
1357,arca,mutant,3969321
1358,kode9,nothing,484964
1359,logic,the incredible true story,618258726
1360,f(x),4 walls,34097188
1362,justin bieber,purpose,6443053355
1363,jamie woon,making time,37655145
1364,anna von hausswolff,the miraculous,1950215
1366,wreckless eric,america,242735
1367,ty dolla $ign,free tc,543507635
1369,james ferraro,skid row,272884
1370,alessia cara,know it all,1701816539
1371,various artists,parallelogram,0
1372,a tribe called quest,people's instinctive travels and the paths of rhythm,170576512
1376,escort,animal nature,6583860
1377,kurt cobain,montage of heck: the home recordings,20270942
1378,le1f,riot boi,2445591
1379,"talib kweli, 9th wonder",indie 500,7403930
1381,pinkish black,bottom of the morning,188066
1382,rustie,evenifudontbelieve,3146808
1385,various artists,"ork records: new york, new york",2887370
1386,kate boy,one,16572924
1387,grimes,art angels,205758573
1389,corrections house,know how to carry a whip,70983
