reviewid,artist,url,p_score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,genre,album,year,m_critic_score,m_user_score,comment
14201,the dillinger escape plan,http://pitchfork.com/reviews/albums/14201-option-paralysis/,7.2,0,jess harvell,contributor,2010-05-03,0,3,5,2010,metal,option paralysis,"Mar 23, 2010",82.0,7.3,
14190,crystal castles,http://pitchfork.com/reviews/albums/14190-crystal-castles/,8.5,1,ian cohen,contributor,2010-04-29,3,29,4,2010,electronic,crystal castles,"Mar 18, 2008",73.0,8.4,
11215,crystal castles,http://pitchfork.com/reviews/albums/11215-crystal-castles/,7.8,0,ian cohen,contributor,2008-03-17,0,17,3,2008,electronic,crystal castles,"Mar 18, 2008",73.0,8.4,
14136,kate nash,http://pitchfork.com/reviews/albums/14136-my-best-friend-is-you/,7.8,0,marc hogan,senior staff writer,2010-04-29,3,29,4,2010,rock,my best friend is you,"Apr 20, 2010",69.0,6.6,
14185,gogol bordello,http://pitchfork.com/reviews/albums/14185-trans-continental-hustle/,6.4,0,joshua love,contributor,2010-04-28,2,28,4,2010,rock,trans-continental hustle,"Apr 27, 2010",72.0,8.5,
14178,hole,http://pitchfork.com/reviews/albums/14178-nobodys-daughter/,2.9,0,amanda petrusich,contributor,2010-04-27,1,27,4,2010,rock,nobody's daughter,"Apr 27, 2010",57.0,6.4,
14181,horse feathers,http://pitchfork.com/reviews/albums/14181-thistled-spring/,7.5,0,larry fitzmaurice,contributor,2010-04-27,1,27,4,2010,rock,thistled spring,"Apr 20, 2010",69.0,8.2,
14146,the radio dept.,http://pitchfork.com/reviews/albums/14146-clinging-to-a-scheme/,8.3,1,larry fitzmaurice,contributor,2010-04-26,0,26,4,2010,pop/r&b,clinging to a scheme,"Apr 20, 2010",78.0,8.7,
14149,sam amidon,http://pitchfork.com/reviews/albums/14149-i-see-the-sign/,8.1,0,amanda petrusich,contributor,2010-04-21,2,21,4,2010,rock,i see the sign,"Apr 13, 2010",86.0,8.6,
14157,caribou,http://pitchfork.com/reviews/albums/14157-swim/,8.4,1,larry fitzmaurice,contributor,2010-04-20,1,20,4,2010,rock,swim,"Apr 20, 2010",83.0,8.4,
14123,plants and animals,http://pitchfork.com/reviews/albums/14123-la-la-land/,6.1,0,rebecca raber,,2010-04-19,0,19,4,2010,rock,la la land,"Apr 20, 2010",70.0,8.3,
14089,dr. dog,http://pitchfork.com/reviews/albums/14089-shame-shame/,6.7,0,zach kelly,contributor,2010-04-13,1,13,4,2010,rock,"shame, shame","Apr 6, 2010",77.0,8.2,
14058,matt pond pa,http://pitchfork.com/reviews/albums/14058-the-dark-leaves/,4.8,0,ian cohen,contributor,2010-04-08,3,8,4,2010,rock,the dark leaves,"Apr 13, 2010",56.0,8.0,
14095,erykah badu,http://pitchfork.com/reviews/albums/14095-new-amerykah-part-two-return-of-the-ankh/,8.0,0,mike powell,contributor,2010-04-06,1,6,4,2010,pop/r&b,new amerykah part two: return of the ankh,"Mar 30, 2010",83.0,8.5,
14093,harlem,http://pitchfork.com/reviews/albums/14093-hippies/,8.1,0,david bevan,contributor,2010-04-06,1,6,4,2010,rock,hippies,"Apr 6, 2010",70.0,8.8,
14075,laura marling,http://pitchfork.com/reviews/albums/14075-i-speak-because-i-can/,8.1,0,joshua love,contributor,2010-04-02,4,2,4,2010,rock,i speak because i can,"Apr 6, 2010",81.0,8.9,
14054,dum dum girls,http://pitchfork.com/reviews/albums/14054-i-will-be/,8.2,0,zach kelly,contributor,2010-03-31,2,31,3,2010,rock,i will be,"Mar 30, 2010",79.0,8.1,
14057,the kissaway trail,http://pitchfork.com/reviews/albums/14057-sleep-mountain/,4.4,0,larry fitzmaurice,contributor,2010-03-25,3,25,3,2010,rock,sleep mountain,"Apr 20, 2010",61.0,7.5,
14051,autechre,http://pitchfork.com/reviews/albums/14051-oversteps/,7.2,0,patrick sisson,,2010-03-22,0,22,3,2010,electronic,oversteps,"Mar 23, 2010",76.0,8.6,
14033,the method actors,http://pitchfork.com/reviews/albums/14033-this-is-still-it/,8.3,1,andy battaglia,,2010-03-22,0,22,3,2010,rock,this is still it,"Mar 6, 2010",86.0,8.3,
14024,lawrence arabia,http://pitchfork.com/reviews/albums/14024-chant-darling/,6.3,0,stephen m. deusner,contributor,2010-03-22,0,22,3,2010,rock,chant darling,"Jan 4, 2010",79.0,8.2,
13965,the morning benders,http://pitchfork.com/reviews/albums/13965-big-echo/,8.2,1,larry fitzmaurice,contributor,2010-03-17,2,17,3,2010,rock,big echo,"Mar 9, 2010",72.0,8.3,
14009,the brian jonestown massacre,http://pitchfork.com/reviews/albums/14009-who-killed-sgt-pepper/,5.7,0,stuart berman,contributor,2010-03-16,1,16,3,2010,rock,who killed sgt. pepper?,"Feb 23, 2010",61.0,8.2,
14010,titus andronicus,http://pitchfork.com/reviews/albums/14010-the-monitor/,8.7,1,rob mitchum,contributor,2010-03-12,4,12,3,2010,rock,the monitor,"Mar 9, 2010",82.0,8.0,
13982,white hinterland,http://pitchfork.com/reviews/albums/13982-kairos/,7.5,0,patrick sisson,,2010-03-11,3,11,3,2010,rock,kairos,"Mar 9, 2010",76.0,7.8,
14002,pavement,http://pitchfork.com/reviews/albums/14002-quarantine-the-past/,10.0,1,matthew perpetua,,2010-03-08,0,8,3,2010,rock,quarantine the past,"Mar 9, 2010",85.0,8.7,
13983,frightened rabbit,http://pitchfork.com/reviews/albums/13983-the-winter-of-mixed-drinks/,6.6,0,rebecca raber,,2010-03-08,0,8,3,2010,rock,the winter of mixed drinks,"Mar 9, 2010",78.0,8.7,
13969,the ruby suns,http://pitchfork.com/reviews/albums/13969-fight-softly/,6.1,0,andrew gaerig,contributor,2010-03-05,4,5,3,2010,rock,fight softly,"Mar 2, 2010",71.0,7.2,
13995,ellie goulding,http://pitchfork.com/reviews/albums/13995-lights/,6.8,0,stephen trouss,,2010-03-05,4,5,3,2010,electronic,lights,"Mar 8, 2011",65.0,8.2,
13968,gonjasufi,http://pitchfork.com/reviews/albums/13968-a-sufi-and-a-killer/,8.4,1,nate patrin,contributor,2010-03-04,3,4,3,2010,rock,a sufi and a killer,"Mar 9, 2010",78.0,8.6,
13989,clogs,http://pitchfork.com/reviews/albums/13989-the-creatures-in-the-garden-of-lady-walton-veil-waltz-ep/,8.2,0,david raposa,,2010-03-03,2,3,3,2010,rock,the creatures in the garden of lady walton,"Mar 2, 2010",75.0,8.3,
13966,high on fire,http://pitchfork.com/reviews/albums/13966-snakes-for-the-divine/,8.0,0,tom breihan,contributor,2010-03-01,0,1,3,2010,metal,snakes for the divine,"Feb 23, 2010",80.0,6.8,
13972,efterklang,http://pitchfork.com/reviews/albums/13972-magic-chairs/,5.9,0,grayson currin,contributor,2010-02-26,4,26,2,2010,rock,magic chairs,"Feb 23, 2010",73.0,8.4,
13805,shout out louds,http://pitchfork.com/reviews/albums/13805-work/,5.4,0,marc hogan,senior staff writer,2010-02-25,3,25,2,2010,rock,work,"Feb 23, 2010",68.0,7.6,
13954,phantogram,http://pitchfork.com/reviews/albums/13954-eyelid-movies/,7.5,0,paul thompson,contributor,2010-02-25,3,25,2,2010,pop/r&b,eyelid movies,"Feb 9, 2010",76.0,8.6,
13927,eluvium,http://pitchfork.com/reviews/albums/13927-similes/,6.9,0,brian howe,contributor,2010-02-24,2,24,2,2010,electronic,similes,"Feb 23, 2010",76.0,7.4,
13950,jack rose,http://pitchfork.com/reviews/albums/13950-luck-in-the-valley/,8.2,0,marc masters,contributor,2010-02-24,2,24,2,2010,folk/country,luck in the valley,"Feb 23, 2010",83.0,5.7,
13960,joanna newsom,http://pitchfork.com/reviews/albums/13960-have-one-on-me/,9.2,1,mark richardson,executive editor,2010-02-23,1,23,2,2010,folk/country,have one on me,"Feb 23, 2010",85.0,8.3,
13947,pantha du prince,http://pitchfork.com/reviews/albums/13947-black-noise/,8.3,1,joe colly,contributor,2010-02-19,4,19,2,2010,electronic,black noise,"Feb 9, 2010",83.0,7.2,
13931,toro y moi,http://pitchfork.com/reviews/albums/13931-causers-of-this/,7.6,0,joe colly,contributor,2010-02-17,2,17,2,2010,electronic,causers of this,"Feb 9, 2010",71.0,8.7,
13935,peter gabriel,http://pitchfork.com/reviews/albums/13935-scratch-my-back/,4.5,0,mark richardson,executive editor,2010-02-16,1,16,2,2010,rock,scratch my back,"Mar 2, 2010",67.0,6.3,
13925,local natives,http://pitchfork.com/reviews/albums/13925-gorilla-manor/,8.4,1,ian cohen,contributor,2010-02-15,0,15,2,2010,rock,gorilla manor,"Feb 16, 2010",80.0,8.8,
13849,tindersticks,http://pitchfork.com/reviews/albums/13849-falling-down-a-mountain/,7.0,0,joe tangari,contributor,2010-02-15,0,15,2,2010,rock,falling down a mountain,"Feb 16, 2010",76.0,7.8,
13916,scout niblett,http://pitchfork.com/reviews/albums/13916-the-calcination-of-scout-niblett/,7.3,0,matthew perpetua,,2010-02-11,3,11,2,2010,rock,the calcination of scout niblett,"Jan 26, 2010",78.0,7.5,
13864,massive attack,http://pitchfork.com/reviews/albums/13864-heligoland/,5.0,0,nate patrin,contributor,2010-02-09,1,9,2,2010,electronic,heligoland,"Feb 9, 2010",72.0,8.2,
13908,hot chip,http://pitchfork.com/reviews/albums/13908-one-life-stand/,8.4,1,scott plagenhoef,contributor,2010-02-08,0,8,2,2010,electronic,one life stand,"Feb 9, 2010",79.0,7.4,
13903,basia bulat,http://pitchfork.com/reviews/albums/13903-heart-of-my-own/,7.0,0,amy granzin,contributor,2010-02-08,0,8,2,2010,rock,heart of my own,"Jan 26, 2010",72.0,8.7,
13892,the soft pack,http://pitchfork.com/reviews/albums/13892-the-soft-pack/,7.1,0,stuart berman,contributor,2010-02-05,4,5,2,2010,rock,the soft pack,"Feb 2, 2010",74.0,8.0,
13116,lil wayne,http://pitchfork.com/reviews/albums/13116-rebirth/,4.5,0,ryan dombal,senior editor,2010-02-04,3,4,2,2010,rap,rebirth,"Feb 2, 2010",37.0,3.2,
13879,los campesinos!,http://pitchfork.com/reviews/albums/13879-romance-is-boring/,8.3,0,paul thompson,contributor,2010-02-01,0,1,2,2010,rock,romance is boring,"Jan 26, 2010",75.0,8.2,
13834,lightspeed champion,http://pitchfork.com/reviews/albums/13834-life-is-sweet-nice-to-meet-you/,6.7,0,marc hogan,senior staff writer,2010-02-01,0,1,2,2010,rock,life is sweet! nice to meet you,"Feb 16, 2010",72.0,6.8,
13781,good shoes,http://pitchfork.com/reviews/albums/13781-no-hope-no-future/,5.8,0,marc hogan,senior staff writer,2010-01-29,4,29,1,2010,rock,"no hope, no future","Jan 25, 2010",60.0,7.8,
13872,beach house,http://pitchfork.com/reviews/albums/13872-teen-dream/,9.0,1,mark richardson,executive editor,2010-01-26,1,26,1,2010,rock,teen dream,"Jan 26, 2010",82.0,8.2,
13861,four tet,http://pitchfork.com/reviews/albums/13861-there-is-love-in-you/,8.6,1,mark richardson,executive editor,2010-01-25,0,25,1,2010,electronic,there is love in you,"Jan 26, 2010",82.0,8.1,
13844,surfer blood,http://pitchfork.com/reviews/albums/13844-astro-coast/,8.2,1,ian cohen,contributor,2010-01-21,3,21,1,2010,rock,astro coast,"Jan 19, 2010",79.0,8.0,
13839,spoon,http://pitchfork.com/reviews/albums/13839-transference/,7.8,0,matthew perpetua,,2010-01-19,1,19,1,2010,rock,transference,"Jan 19, 2010",80.0,8.4,
13815,freedy johnston,http://pitchfork.com/reviews/albums/13815-rain-on-the-city/,6.7,0,joshua klein,,2010-01-18,0,18,1,2010,rock,rain on the city,"Jan 12, 2010",79.0,8.8,
13783,laura veirs,http://pitchfork.com/reviews/albums/13783-july-flame/,7.5,0,joe tangari,contributor,2010-01-18,0,18,1,2010,rock,july flame,"Jan 12, 2010",81.0,7.8,
13830,owen pallett,http://pitchfork.com/reviews/albums/13830-heartland/,8.6,1,nitsuh abebe,contributor,2010-01-15,4,15,1,2010,pop/r&b,heartland,"Jan 12, 2010",76.0,8.3,
13813,cornershop,http://pitchfork.com/reviews/albums/13813-judy-sucks-a-lemon-for-breakfast/,7.3,0,eric harvey,contributor,2010-01-13,2,13,1,2010,rock,judy sucks a lemon for breakfast,"Apr 20, 2010",73.0,7.0,
13821,kanye west,http://pitchfork.com/reviews/albums/13821-vh1-storytellers/,4.9,0,scott plagenhoef,contributor,2010-01-12,1,12,1,2010,rap,vh1 storytellers,"Jan 5, 2010",66.0,7.4,
13792,oh no ono,http://pitchfork.com/reviews/albums/13792-eggs/,6.8,0,brian howe,contributor,2010-01-12,1,12,1,2010,rock,eggs,"Jan 26, 2010",73.0,7.7,
13807,vampire weekend,http://pitchfork.com/reviews/albums/13807-contra/,8.6,1,mike powell,contributor,2010-01-11,0,11,1,2010,rock,contra,"Jan 12, 2010",81.0,6.9,
13810,young money,http://pitchfork.com/reviews/albums/13810-we-are-young-money/,7.4,0,ryan dombal,senior editor,2010-01-08,4,8,1,2010,rap,we are young money,"Dec 21, 2009",63.0,5.0,
13809,ben frost,http://pitchfork.com/reviews/albums/13809-by-the-throat/,8.4,0,grayson currin,contributor,2010-01-08,4,8,1,2010,electronic,by the throat,"Nov 10, 2009",82.0,8.6,
13778,woody guthrie,http://pitchfork.com/reviews/albums/13778-my-dusty-road/,7.3,0,stephen m. deusner,contributor,2010-01-04,0,4,1,2010,folk/country,my dusty road,"Aug 25, 2009",93.0,6.3,
13752,felt,http://pitchfork.com/reviews/albums/13752-felt-3-a-tribute-to-rosie-perez/,5.8,0,ian cohen,contributor,2009-12-03,3,3,12,2009,rock,felt 3: a tribute to rosie perez,"Nov 17, 2009",79.0,8.0,
13753,paul mccartney,http://pitchfork.com/reviews/albums/13753-good-evening-new-york-city/,5.9,0,david raposa,,2009-12-03,3,3,12,2009,rock,good evening new york city,"Nov 17, 2009",71.0,7.5,
13738,rakim,http://pitchfork.com/reviews/albums/13738-the-seventh-seal/,5.6,0,tom breihan,contributor,2009-12-02,2,2,12,2009,rap,the seventh seal,"Nov 17, 2009",59.0,6.1,
13670,pelican,http://pitchfork.com/reviews/albums/13670-what-we-all-come-to-need/,5.5,0,cosmo lee,,2009-11-30,0,30,11,2009,metal,what we all come to need,"Oct 27, 2009",79.0,8.2,
13721,the doors,http://pitchfork.com/reviews/albums/13721-live-in-new-york/,7.0,0,chris dahlen,,2009-11-20,4,20,11,2009,rock,live in new york,"Nov 17, 2009",78.0,7.6,
13693,snow patrol,http://pitchfork.com/reviews/albums/13693-up-to-now/,5.1,0,tom breihan,contributor,2009-11-20,4,20,11,2009,rock,up to now,"Nov 10, 2009",62.0,6.9,
13717,them crooked vultures,http://pitchfork.com/reviews/albums/13717-them-crooked-vultures/,6.2,0,joe colly,contributor,2009-11-19,3,19,11,2009,rock,them crooked vultures,"Nov 17, 2009",75.0,8.8,
13703,real estate,http://pitchfork.com/reviews/albums/13703-real-estate/,8.5,1,david bevan ,contributor,2009-11-17,1,17,11,2009,rock,real estate,"Nov 17, 2009",79.0,8.1,
13684,kid sister,http://pitchfork.com/reviews/albums/13684-ultraviolet/,4.4,0,tom breihan,contributor,2009-11-17,1,17,11,2009,pop/r&b,ultraviolet,"Nov 17, 2009",70.0,7.0,
13709,the cribs,http://pitchfork.com/reviews/albums/13709-ignore-the-ignorant/,7.0,0,stuart berman,contributor,2009-11-16,0,16,11,2009,rock,ignore the ignorant,"Nov 10, 2009",75.0,8.2,
13701,little dragon,http://pitchfork.com/reviews/albums/13701-machine-dreams/,7.7,0,matthew perpetua,,2009-11-16,0,16,11,2009,electronic,machine dreams,"Oct 20, 2009",74.0,8.0,
13675,the rolling stones,http://pitchfork.com/reviews/albums/13675-get-yer-ya-yas-out-the-rolling-stones-in-concert-40th-anniversary-deluxe-box-set/,5.4,0,joshua love,contributor,2009-11-13,4,13,11,2009,rock,get yer ya-ya's out! the rolling stones in concert [40th anniversary deluxe box set],"Nov 3, 2009",81.0,8.2,
13616,king midas sound,http://pitchfork.com/reviews/albums/13616-waiting-for-you/,7.6,0,nate patrin,contributor,2009-11-13,4,13,11,2009,experimental,waiting for you,"Dec 8, 2009",81.0,7.0,
13657,the mary onettes,http://pitchfork.com/reviews/albums/13657-islands/,6.7,0,matthew solarski,contributor,2009-11-11,2,11,11,2009,rock,islands,"Nov 3, 2009",66.0,7.4,
13695,wale,http://pitchfork.com/reviews/albums/13695-attention-deficit/,6.6,0,sean fennessey,contributor,2009-11-10,1,10,11,2009,rap,attention deficit,"Nov 10, 2009",77.0,8.3,
13673,slayer,http://pitchfork.com/reviews/albums/13673-world-painted-blood/,7.3,0,cosmo lee,,2009-11-09,0,9,11,2009,metal,world painted blood,"Nov 3, 2009",78.0,8.4,
13558,soulsavers,http://pitchfork.com/reviews/albums/13558-broken/,6.3,0,stephen m. deusner,contributor,2009-11-06,4,6,11,2009,electronic,broken,"Aug 17, 2009",78.0,8.8,
13664,matias aguayo,http://pitchfork.com/reviews/albums/13664-ay-ay-ay/,7.2,0,andrew gaerig,contributor,2009-11-05,3,5,11,2009,electronic,ay ay ay,"Oct 27, 2009",80.0,8.3,
13509,a.a. bondy,http://pitchfork.com/reviews/albums/13509-when-the-devils-loose/,6.6,0,david raposa,,2009-11-05,3,5,11,2009,rock,when the devil's loose,"Sep 1, 2009",75.0,8.5,
13656,weezer,http://pitchfork.com/reviews/albums/13656-raditude/,4.5,0,rob mitchum,contributor,2009-11-04,2,4,11,2009,rock,raditude,"Nov 3, 2009",57.0,5.9,
13651,morrissey,http://pitchfork.com/reviews/albums/13651-swords/,5.0,0,stephen trouss,,2009-11-03,1,3,11,2009,rock,swords,"Nov 3, 2009",67.0,7.9,
13603,baroness,http://pitchfork.com/reviews/albums/13603-blue-record/,8.5,0,grayson currin,contributor,2009-11-03,1,3,11,2009,metal,blue record,"Oct 13, 2009",87.0,8.7,
13645,devendra banhart,http://pitchfork.com/reviews/albums/13645-what-will-we-be/,4.0,0,grayson currin,contributor,2009-10-30,4,30,10,2009,folk/country,what will we be,"Oct 27, 2009",69.0,7.6,
13644,tegan and sara,http://pitchfork.com/reviews/albums/13644-sainthood/,7.3,0,joshua klein,,2009-10-30,4,30,10,2009,rock,sainthood,"Oct 27, 2009",78.0,8.7,
13641,r.e.m.,http://pitchfork.com/reviews/albums/13641-live-at-the-olympia/,7.4,0,matthew perpetua,,2009-10-29,3,29,10,2009,rock,live at the olympia,"Oct 27, 2009",74.0,8.7,
13625,converge,http://pitchfork.com/reviews/albums/13625-axe-to-fall/,8.5,0,cosmo lee,,2009-10-29,3,29,10,2009,metal,axe to fall,"Oct 20, 2009",77.0,8.8,
13624,the swell season,http://pitchfork.com/reviews/albums/13624-strict-joy/,6.5,0,joshua klein,,2009-10-29,3,29,10,2009,rock,strict joy,"Oct 27, 2009",79.0,8.5,
13615,bob dylan,http://pitchfork.com/reviews/albums/13615-christmas-in-the-heart/,6.8,0,amanda petrusich,contributor,2009-10-26,0,26,10,2009,rock,christmas in the heart,"Oct 13, 2009",62.0,7.0,
13621,noah and the whale,http://pitchfork.com/reviews/albums/13621-the-first-days-of-spring/,5.2,0,paul thompson,contributor,2009-10-26,0,26,10,2009,rock,the first days of spring,"Oct 6, 2009",71.0,8.6,
13617,fuck buttons,http://pitchfork.com/reviews/albums/13617-tarot-sport/,9.0,1,joe colly,contributor,2009-10-23,4,23,10,2009,electronic,tarot sport,"Oct 20, 2009",84.0,8.1,
13595,do make say think,http://pitchfork.com/reviews/albums/13595-other-truths/,7.2,0,patrick sisson,,2009-10-23,4,23,10,2009,rock,other truths,"Oct 20, 2009",71.0,7.4,
13619,atlas sound,http://pitchfork.com/reviews/albums/13619-logos/,8.2,1,mark richardson,executive editor,2009-10-22,3,22,10,2009,rock,logos,"Oct 20, 2009",81.0,8.8,
13570,flight of the conchords,http://pitchfork.com/reviews/albums/13570-i-told-you-i-was-freaky/,6.7,0,zach kelly,contributor,2009-10-20,1,20,10,2009,rock,i told you i was freaky,"Oct 20, 2009",66.0,8.3,
13601,zero 7,http://pitchfork.com/reviews/albums/13601-yeah-ghost/,4.0,0,jess harvell,contributor,2009-10-20,1,20,10,2009,electronic,yeah ghost,"Sep 29, 2009",59.0,6.8,
13593,sufjan stevens,http://pitchfork.com/reviews/albums/13593-the-bqe/,7.4,0,jayson greene,senior editor,2009-10-19,0,19,10,2009,folk/country,the bqe,"Oct 20, 2009",73.0,6.2,
13553,kings of convenience,http://pitchfork.com/reviews/albums/13553-declaration-of-dependence/,7.9,0,marc hogan,senior staff writer,2009-10-19,0,19,10,2009,rock,declaration of dependence,"Oct 20, 2009",65.0,8.2,
13577,lightning bolt,http://pitchfork.com/reviews/albums/13577-earthly-delights/,7.6,0,marc masters,contributor,2009-10-16,4,16,10,2009,rock,earthly delights,"Oct 27, 2009",80.0,7.3,
13584,as tall as lions,http://pitchfork.com/reviews/albums/13584-you-cant-take-it-with-you/,4.4,0,ian cohen,contributor,2009-10-16,4,16,10,2009,rock,you can't take it with you,"Aug 18, 2009",68.0,8.2,
13573,dizzee rascal,http://pitchfork.com/reviews/albums/13573-tongue-n-cheek/,7.5,0,ian cohen,contributor,2009-10-15,3,15,10,2009,rap,tongue n' cheek,"Sep 21, 2009",75.0,7.5,
13483,the mountain goats,http://pitchfork.com/reviews/albums/13483-the-life-of-the-world-to-come/,8.4,1,mike powell,contributor,2009-10-14,2,14,10,2009,rock,the life of the world to come,"Oct 6, 2009",78.0,8.8,
13510,neon indian,http://pitchfork.com/reviews/albums/13510-psychic-chasms/,8.6,1,marc hogan,senior staff writer,2009-10-13,1,13,10,2009,electronic,psychic chasms,"Oct 13, 2009",81.0,8.7,
13549,tinariwen,http://pitchfork.com/reviews/albums/13549-imidiwan-companions/,7.6,0,joe tangari,contributor,2009-10-13,1,13,10,2009,global,imidiwan: companions,"Jun 29, 2009",84.0,8.0,
13522,the flaming lips,http://pitchfork.com/reviews/albums/13522-embryonic/,9.0,1,stuart berman,contributor,2009-10-12,0,12,10,2009,rock,embryonic,"Oct 13, 2009",81.0,8.8,
13557,hudson mohawke,http://pitchfork.com/reviews/albums/13557-butter/,6.7,0,patrick sisson,,2009-10-12,0,12,10,2009,electronic,butter,"Oct 27, 2009",80.0,8.9,
13519,basement jaxx,http://pitchfork.com/reviews/albums/13519-scars/,7.2,0,matthew perpetua,,2009-10-09,4,9,10,2009,electronic,scars,"Sep 22, 2009",69.0,8.0,
13563,bad lieutenant,http://pitchfork.com/reviews/albums/13563-never-cry-another-tear/,4.1,0,tom ewing,contributor,2009-10-09,4,9,10,2009,rock,never cry another tear,"Nov 10, 2009",59.0,8.4,
13535,kurt vile,http://pitchfork.com/reviews/albums/13535-childish-prodigy/,6.3,0,joe colly,contributor,2009-10-08,3,8,10,2009,rock,childish prodigy,"Oct 6, 2009",71.0,7.4,
13544,the clientele,http://pitchfork.com/reviews/albums/13544-bonfires-on-the-heath/,7.4,0,jess harvell,contributor,2009-10-07,2,7,10,2009,rock,bonfires on the heath,"Oct 6, 2009",81.0,8.3,
13518,the very best,http://pitchfork.com/reviews/albums/13518-warm-heart-of-africa/,8.6,1,brian howe,contributor,2009-10-06,1,6,10,2009,electronic,warm heart of africa,"Oct 6, 2009",77.0,8.2,
13529,the raveonettes,http://pitchfork.com/reviews/albums/13529-in-and-out-of-control/,6.9,0,zach kelly,contributor,2009-10-06,1,6,10,2009,rock,in and out of control,"Oct 6, 2009",74.0,7.1,
13503,air,http://pitchfork.com/reviews/albums/13503-love-2/,4.0,0,nate patrin,contributor,2009-10-05,0,5,10,2009,electronic,love 2,"Oct 6, 2009",65.0,7.4,
13500,a place to bury strangers,http://pitchfork.com/reviews/albums/13500-exploding-head/,6.6,0,zach kelly,contributor,2009-10-05,0,5,10,2009,rock,exploding head,"Oct 6, 2009",79.0,8.5,
13478,the avett brothers,http://pitchfork.com/reviews/albums/13478-i-and-love-and-you/,5.8,0,stephen m. deusner,contributor,2009-10-02,4,2,10,2009,rock,i and love and you,"Sep 29, 2009",73.0,8.6,
13508,mayer hawthorne,http://pitchfork.com/reviews/albums/13508-a-strange-arrangement/,6.9,0,patrick sisson ,,2009-10-02,4,2,10,2009,pop/r&b,a strange arrangement,"Sep 8, 2009",71.0,8.7,
13491,califone,http://pitchfork.com/reviews/albums/13491-all-my-friends-are-funeral-singers/,8.1,0,joe tangari,contributor,2009-09-30,2,30,9,2009,rock,all my friends are funeral singers,"Oct 6, 2009",78.0,8.2,
13485,islands,http://pitchfork.com/reviews/albums/13485-vapours/,7.8,0,rebecca raber,,2009-09-28,0,28,9,2009,rock,vapours,"Sep 22, 2009",79.0,8.8,
13477,girls,http://pitchfork.com/reviews/albums/13477-album/,9.1,1,tom breihan,contributor,2009-09-25,4,25,9,2009,rock,album,"Sep 22, 2009",80.0,8.1,
13493,the twilight sad,http://pitchfork.com/reviews/albums/13493-forget-the-night-ahead/,7.3,0,ryan dombal,senior editor,2009-09-24,3,24,9,2009,rock,forget the night ahead,"Sep 22, 2009",71.0,8.1,
13475,brother ali,http://pitchfork.com/reviews/albums/13475-us/,7.8,0,nate patrin,contributor,2009-09-24,3,24,9,2009,rap,us,"Sep 22, 2009",83.0,8.8,
13501,monsters of folk,http://pitchfork.com/reviews/albums/13501-monsters-of-folk/,6.5,0,grayson currin,contributor,2009-09-23,2,23,9,2009,rock,monsters of folk,"Sep 22, 2009",80.0,8.7,
13480,pearl jam,http://pitchfork.com/reviews/albums/13480-backspacer/,4.6,0,joshua love,contributor,2009-09-22,1,22,9,2009,rock,backspacer,"Sep 20, 2009",79.0,8.8,
13479,rain machine,http://pitchfork.com/reviews/albums/13479-rain-machine/,6.3,0,joshua love,contributor,2009-09-21,0,21,9,2009,rock,rain machine,"Sep 22, 2009",66.0,8.0,
13468,jim orourke,http://pitchfork.com/reviews/albums/13468-the-visitor/,8.3,0,grayson currin,contributor,2009-09-18,4,18,9,2009,experimental,the visitor,"Sep 8, 2009",73.0,8.0,
13446,the dodos,http://pitchfork.com/reviews/albums/13446-time-to-die/,7.1,0,ian cohen,contributor,2009-09-18,4,18,9,2009,rock,time to die,"Sep 15, 2009",63.0,8.3,
13444,big star,http://pitchfork.com/reviews/albums/13444-keep-an-eye-on-the-sky/,9.3,1,stephen m. deusner,contributor,2009-09-18,4,18,9,2009,rock,keep an eye on the sky,"Sep 15, 2009",96.0,8.6,
13441,raekwon,http://pitchfork.com/reviews/albums/13441-only-built-4-cuban-linx-pt-ii/,8.8,1,nate patrin,contributor,2009-09-17,3,17,9,2009,rap,only built 4 cuban linx... pt. ii,"Sep 8, 2009",88.0,8.8,
13469,the big pink,http://pitchfork.com/reviews/albums/13469-a-brief-history-of-love/,8.2,0,ian cohen,contributor,2009-09-17,3,17,9,2009,rock,a brief history of love,"Sep 22, 2009",72.0,8.3,
13453,muse,http://pitchfork.com/reviews/albums/13453-the-resistance/,5.9,0,jess harvell,contributor,2009-09-15,1,15,9,2009,rock,the resistance,"Sep 15, 2009",72.0,8.1,
13440,a sunny day in glasgow,http://pitchfork.com/reviews/albums/13440-ashes-grammar/,8.3,0,andrew gaerig,contributor,2009-09-15,1,15,9,2009,rock,ashes grammar,"Sep 15, 2009",77.0,8.5,
13386,taken by trees,http://pitchfork.com/reviews/albums/13386-east-of-eden/,8.1,0,marc hogan,senior staff writer,2009-09-04,4,4,9,2009,rock,east of eden,"Sep 8, 2009",82.0,8.1,
13394,the entrance band,http://pitchfork.com/reviews/albums/13394-the-entrance-band/,2.2,0,stephen m. deusner,contributor,2009-09-04,4,4,9,2009,rock,the entrance band,"Sep 1, 2009",44.0,7.0,
13418,ramona falls,http://pitchfork.com/reviews/albums/13418-intuit/,8.0,0,joe tangari,contributor,2009-09-03,3,3,9,2009,rock,intuit,"Aug 18, 2009",70.0,8.3,
